AÑO,CVE_ENT,ENTIDAD,CVE_MUN,MUNICIPIO,CVE_DDR,DISTRITO,CVE_CADER,CADER,CVE_CICLO,CICLE,CVE_MODALIDAD,MODALIDAD,CVE_UNIDAD,UNIDAD_MEDIDA,CVE_CULTIVO,CULTIVO,SUPERFICIE_SEMBRADA,SUPERFICIE_COSECHADA,SUPERFICIE_SINIESTRADA,VOLUMEN_PRODUCCION,RENDIMIENTO,PRECIO,VALOR_PRODUCCION
2009,22,Querétaro,15,San Joaquín,120.0,Cadereyta,4.0,San Joaquín,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,6.0,6.0,0.0,18.6,3.1,5350.0,99510.0
2009,22,Querétaro,18,Tolimán,120.0,Cadereyta,3.0,Tolimán,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,25.0,25.0,0.0,85.0,3.4,5400.0,459000.0
2009,24,San Luis Potosí,6,Catorce,128.0,Matehuala,1.0,Cedral,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,5.0,5.0,0.0,15.0,3.0,6000.0,90000.0
2009,24,San Luis Potosí,32,Santa María del Río,126.0,San Luis Potosí,5.0,Villa de Reyes,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,8.0,8.0,0.0,64.0,8.0,7000.0,448000.0
2009,25,Sinaloa,4,Concordia,138.0,Mazatlán,2.0,Concordia,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,12.0,4.0,6000.0,72000.0
2009,25,Sinaloa,11,Guasave,134.0,Guasave,4.0,La Trinidad,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,20.0,20.0,0.0,326.0,16.3,12000.0,3912000.0
2009,25,Sinaloa,11,Guasave,134.0,Guasave,5.0,El Burrión,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,10.0,10.0,0.0,165.0,16.5,12000.0,1980000.0
2009,25,Sinaloa,11,Guasave,134.0,Guasave,6.0,Petatlán,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,36.0,36.0,0.0,597.6,16.6,12000.0,7171200.0
2009,25,Sinaloa,13,Mocorito,136.0,Culiacán,2.0,El Tamarindo,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,50.0,48.0,0.0,504.0,10.5,8850.0,4460400.0
2009,25,Sinaloa,17,Sinaloa,134.0,Guasave,1.0,Ocoroni,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,70.0,70.0,0.0,1134.0,16.2,12000.0,13608000.0
2009,25,Sinaloa,17,Sinaloa,134.0,Guasave,3.0,Bacubirito,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,36.0,12.0,10000.0,360000.0
2009,25,Sinaloa,18,Navolato,136.0,Culiacán,3.0,Navolato,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,25.0,25.0,0.0,273.5,10.94,8987.71,2458137.5
2009,25,Sinaloa,18,Navolato,136.0,Culiacán,4.0,Culiacán,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,6.0,6.0,0.0,66.0,11.0,9200.0,607200.0
2009,26,Sonora,26,Etchojoa,149.0,Navojoa,2.0,Etchojoa,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,5.0,5.0,0.0,65.0,13.0,4300.0,279500.0
2009,26,Sonora,33,Huatabampo,149.0,Navojoa,3.0,Huatabampo,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,7.0,7.0,0.0,91.0,13.0,4300.0,391300.0
2009,26,Sonora,42,Navojoa,149.0,Navojoa,1.0,Navojoa,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,15.0,15.0,0.0,190.5,12.7,4300.0,819150.0
2009,27,Tabasco,1,Balancán,153.0,Emiliano Zapata,4.0,Balancán,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,20.0,10.0,10000.0,200000.0
2009,27,Tabasco,2,Cárdenas,151.0,Cárdenas,2.0,Cárdenas,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,35.0,35.0,0.0,107.0,3.06,4000.0,428000.0
2009,27,Tabasco,3,Centla,150.0,Villahermosa,3.0,Centla,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,22.0,22.0,0.0,200.0,9.09,800.0,160000.0
2009,27,Tabasco,6,Cunduacán,151.0,Cárdenas,4.0,Cunduacán,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,6.0,3.0,3000.0,18000.0
2009,27,Tabasco,7,Emiliano Zapata,153.0,Emiliano Zapata,2.0,Emiliano Zapata,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.0,1.0,0.0,5.0,5.0,10000.0,50000.0
2009,27,Tabasco,8,Huimanguillo,151.0,Cárdenas,1.0,Huimanguillo,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,20.0,20.0,0.0,100.0,5.0,4000.0,400000.0
2009,27,Tabasco,11,Jonuta,153.0,Emiliano Zapata,1.0,Jonuta,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,15.0,15.0,0.0,75.0,5.0,10000.0,750000.0
2009,27,Tabasco,17,Tenosique,153.0,Emiliano Zapata,3.0,Tenosique,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,11.0,11.0,0.0,77.0,7.0,10000.0,770000.0
2009,28,Tamaulipas,12,González,163.0,González,2.0,González,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,15.0,15.0,0.0,253.5,16.9,1200.0,304200.0
2009,28,Tamaulipas,17,Jaumave,161.0,Jaumave,1.0,Jaumave,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,28,Tamaulipas,29,Ocampo,162.0,Mante,3.0,Ocampo,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,5.5,5.5,0.0,19.25,3.5,2666.0,51320.5
2009,30,Veracruz,8,Alpatláhuac,171.0,Fortín,6.0,Huatusco,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,32.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,30,Veracruz,10,Altotonga,170.0,Coatepec,2.0,Perote,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,25.0,25.0,0.0,462.0,18.48,6000.0,2772000.0
2009,30,Veracruz,25,Ayahualulco,170.0,Coatepec,2.0,Perote,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,5.0,5.0,0.0,50.0,10.0,6000.0,300000.0
2009,30,Veracruz,29,Calcahualco,171.0,Fortín,6.0,Huatusco,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,50.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,30,Veracruz,47,Coscomatepec,171.0,Fortín,6.0,Huatusco,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,90.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,30,Veracruz,86,Jalacingo,170.0,Coatepec,2.0,Perote,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,50.0,50.0,0.0,450.0,9.0,6000.0,2700000.0
2009,30,Veracruz,137,Los Reyes,171.0,Fortín,4.0,Zongolica,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,30,Veracruz,159,Tehuipango,171.0,Fortín,4.0,Zongolica,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,5.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,30,Veracruz,171,Texhuacán,171.0,Fortín,4.0,Zongolica,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,30,Veracruz,184,Tlaquilpa,171.0,Fortín,4.0,Zongolica,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,30,Veracruz,201,Zongolica,171.0,Fortín,4.0,Zongolica,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,4.0,0.0,0.0,0.0,0.0,0.0,0.0
2009,31,Yucatán,1,Abalá,179.0,Mérida,6.0,Umán,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,28.0,14.0,4500.0,126000.0
2009,31,Yucatán,2,Acanceh,179.0,Mérida,2.0,Acanceh,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,12.0,6.0,2000.0,24000.0
2009,31,Yucatán,3,Akil,180.0,Ticul,2.0,Oxkutzcab,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,67.0,65.0,0.0,1860.0,28.62,2750.0,5115000.0
2009,31,Yucatán,6,Buctzotz,181.0,Tizimín,1.0,Sucilá,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,6.0,6.0,0.0,34.0,5.67,4000.0,136000.0
2009,31,Yucatán,7,Cacalchén,179.0,Mérida,1.0,Izamal,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,0.8,0.8,0.0,4.0,5.0,2000.0,8000.0
2009,31,Yucatán,8,Calotmul,181.0,Tizimín,3.0,Tizimín,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.5,1.5,0.0,5.3,3.53,6500.0,34450.0
2009,31,Yucatán,9,Cansahcab,179.0,Mérida,3.0,Dzidzantún,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.0,1.0,0.0,10.0,10.0,2000.0,20000.0
2009,31,Yucatán,16,Chacsinkín,180.0,Ticul,4.0,Tzucacab,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,23.0,11.5,2500.0,57500.0
2009,31,Yucatán,23,Chocholá,179.0,Mérida,6.0,Umán,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.5,1.5,0.0,11.0,7.33,5000.0,55000.0
2009,31,Yucatán,24,Chumayel,180.0,Ticul,2.0,Oxkutzcab,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,49.0,24.5,5000.0,245000.0
2009,31,Yucatán,25,Dzán,180.0,Ticul,2.0,Oxkutzcab,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,28.0,28.0,0.0,783.0,27.96,2750.0,2153250.0
2009,31,Yucatán,27,Dzidzantún,179.0,Mérida,3.0,Dzidzantún,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,4.0,4.0,0.0,40.0,10.0,2000.0,80000.0
2009,31,Yucatán,29,Dzilam González,179.0,Mérida,3.0,Dzidzantún,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,30.0,10.0,2000.0,60000.0
2009,31,Yucatán,31,Dzoncauich,179.0,Mérida,3.0,Dzidzantún,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,30.0,10.0,2000.0,60000.0
2009,31,Yucatán,34,Hocabá,179.0,Mérida,2.0,Acanceh,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.3,3.3,0.0,19.8,6.0,4000.0,79200.0
2009,31,Yucatán,35,Hoctún,179.0,Mérida,1.0,Izamal,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.0,1.0,0.0,5.0,5.0,2000.0,10000.0
2009,31,Yucatán,36,Homún,179.0,Mérida,2.0,Acanceh,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.0,1.0,0.0,6.0,6.0,4000.0,24000.0
2009,31,Yucatán,37,Huhí,179.0,Mérida,2.0,Acanceh,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.0,1.0,0.0,7.0,7.0,5000.0,35000.0
2009,31,Yucatán,38,Hunucmá,179.0,Mérida,7.0,Hunucmá,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,6.0,3.0,5000.0,30000.0
2009,31,Yucatán,38,Hunucmá,179.0,Mérida,7.0,Hunucmá,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,24.0,24.0,0.0,123.0,5.13,3500.0,430500.0
2009,31,Yucatán,40,Izamal,179.0,Mérida,1.0,Izamal,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,7.0,7.0,0.0,35.0,5.0,2000.0,70000.0
2009,31,Yucatán,41,Kanasín,179.0,Mérida,6.0,Umán,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,30.0,15.0,4500.0,135000.0
2009,31,Yucatán,44,Kinchil,179.0,Mérida,7.0,Hunucmá,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,16.0,8.0,4000.0,64000.0
2009,31,Yucatán,47,Maní,180.0,Ticul,2.0,Oxkutzcab,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,20.0,20.0,0.0,558.2,27.91,3000.0,1674600.0
2009,31,Yucatán,50,Mérida,179.0,Mérida,6.0,Umán,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,13.0,12.0,0.0,153.0,12.75,4000.0,612000.0
2009,31,Yucatán,53,Muna,180.0,Ticul,1.0,Muna,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,17.5,17.0,0.0,153.0,9.0,3500.0,535500.0
2009,31,Yucatán,56,Oxkutzcab,180.0,Ticul,2.0,Oxkutzcab,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,141.0,141.0,0.0,3791.0,26.89,2750.0,10425250.0
2009,31,Yucatán,57,Panabá,181.0,Tizimín,1.0,Sucilá,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,12.3,4.1,3000.0,36900.0
2009,31,Yucatán,58,Peto,180.0,Ticul,4.0,Tzucacab,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,8.0,8.0,0.0,96.0,12.0,3000.0,288000.0
2009,31,Yucatán,62,Sacalum,180.0,Ticul,2.0,Oxkutzcab,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.0,1.0,0.0,25.0,25.0,5000.0,125000.0
2009,31,Yucatán,64,Sanahcat,179.0,Mérida,2.0,Acanceh,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,0.5,0.5,0.0,3.5,7.0,4000.0,14000.0
2009,31,Yucatán,65,San Felipe,181.0,Tizimín,1.0,Sucilá,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.0,1.0,0.0,4.2,4.2,3000.0,12600.0
2009,31,Yucatán,67,Seyé,179.0,Mérida,2.0,Acanceh,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,14.0,7.0,4000.0,56000.0
2009,31,Yucatán,70,Sucilá,181.0,Tizimín,1.0,Sucilá,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,6.5,3.0,0.0,4.5,1.5,3000.0,13500.0
2009,31,Yucatán,72,Suma,179.0,Mérida,3.0,Dzidzantún,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.0,1.0,0.0,10.0,10.0,2000.0,20000.0
2009,31,Yucatán,73,Tahdziú,180.0,Ticul,4.0,Tzucacab,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,23.0,11.5,2500.0,57500.0
2009,31,Yucatán,76,Tecoh,179.0,Mérida,2.0,Acanceh,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,12.0,6.0,2000.0,24000.0
2009,31,Yucatán,78,Tekantó,179.0,Mérida,1.0,Izamal,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,0.5,0.5,0.0,2.5,5.0,2000.0,5000.0
2009,31,Yucatán,79,Tekax,180.0,Ticul,3.0,Tekax,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,22.0,20.0,0.0,280.0,14.0,2600.0,728000.0
2009,31,Yucatán,79,Tekax,180.0,Ticul,3.0,Tekax,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,5.0,5.0,0.0,40.0,8.0,2600.0,104000.0
2009,31,Yucatán,80,Tekit,179.0,Mérida,2.0,Acanceh,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,14.0,7.0,4000.0,56000.0
2009,31,Yucatán,84,Temax,179.0,Mérida,3.0,Dzidzantún,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,20.0,10.0,2000.0,40000.0
2009,31,Yucatán,85,Temozón,181.0,Tizimín,3.0,Tizimín,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,9.0,3.0,7000.0,63000.0
2009,31,Yucatán,89,Ticul,180.0,Ticul,2.0,Oxkutzcab,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,85.0,85.0,0.0,2522.0,29.67,3500.0,8827000.0
2009,31,Yucatán,94,Tixmehuac,180.0,Ticul,4.0,Tzucacab,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,23.0,11.5,2500.0,57500.0
2009,31,Yucatán,96,Tizimín,181.0,Tizimín,3.0,Tizimín,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,6.0,6.0,0.0,24.0,4.0,6000.0,144000.0
2009,31,Yucatán,97,Tunkás,181.0,Tizimín,2.0,Espita,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,7.0,5.0,0.0,20.0,4.0,3500.0,70000.0
2009,31,Yucatán,98,Tzucacab,180.0,Ticul,4.0,Tzucacab,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,8.0,8.0,0.0,130.0,16.25,3000.0,390000.0
2009,31,Yucatán,98,Tzucacab,180.0,Ticul,4.0,Tzucacab,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,8.0,8.0,0.0,85.0,10.63,3000.0,255000.0
2009,31,Yucatán,100,Ucú,179.0,Mérida,7.0,Hunucmá,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,5.0,5.0,0.0,40.0,8.0,3000.0,120000.0
2009,31,Yucatán,101,Umán,179.0,Mérida,6.0,Umán,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,42.0,14.0,3500.0,147000.0
2009,31,Yucatán,106,Yobaín,179.0,Mérida,3.0,Dzidzantún,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,1.0,1.0,0.0,10.0,10.0,2000.0,20000.0
2009,32,Zacatecas,1,Apozol,190.0,Jalpa,4.0,Jalpa,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,34.0,34.0,0.0,238.0,7.0,5000.0,1190000.0
2009,32,Zacatecas,20,Jerez,187.0,Jerez,1.0,Villa Nueva,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,10.0,10.0,0.0,95.0,9.5,2120.0,201400.0
2009,32,Zacatecas,23,Juchipila,190.0,Jalpa,2.0,Juchipila,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,7.0,7.0,0.0,28.0,4.0,5000.0,140000.0
2009,32,Zacatecas,28,Mezquital del Oro,190.0,Jalpa,2.0,Juchipila,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,5.0,5.0,0.0,20.0,4.0,5000.0,100000.0
2009,32,Zacatecas,33,Moyahua de Estrada,190.0,Jalpa,2.0,Juchipila,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,20.0,20.0,0.0,120.0,6.0,5000.0,600000.0
2009,32,Zacatecas,34,Nochistlán de Mejía,190.0,Jalpa,1.0,Nochistlán,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,14.0,7.0,5000.0,70000.0
2009,32,Zacatecas,43,Susticacán,187.0,Jerez,1.0,Villa Nueva,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,14.0,7.0,2100.0,29400.0
2010,1,Aguascalientes,3,Calvillo,1.0,Aguascalientes,2.0,Calvillo,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,17.0,17.0,0.0,204.0,12.0,15000.0,3060000.0
2010,2,Baja California,1,Ensenada,2.0,Ensenada,3.0,Ensenada,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,15.0,15.0,0.0,52.5,3.5,12000.0,630000.0
2010,2,Baja California,1,Ensenada,2.0,Ensenada,4.0,San Quintín,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,9.0,9.0,0.0,9.0,1.0,10000.0,90000.0
2010,3,Baja California Sur,1,Comondú,5.0,Comondú,1.0,Comondú,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,16.0,10.0,0.0,70.0,7.0,17000.0,1190000.0
2010,3,Baja California Sur,3,La Paz,6.0,La Paz,1.0,La Paz,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,56.75,56.25,0.0,180.0,3.2,10000.0,1800000.0
2010,3,Baja California Sur,8,Los Cabos,7.0,Los Cabos,1.0,Santiago,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,43.75,43.75,0.0,525.0,12.0,8650.0,4541250.0
2010,4,Campeche,2,Campeche,9.0,Campeche,1.0,Castamay,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,21.0,21.0,0.0,213.81,10.18,4500.0,962145.0
2010,4,Campeche,2,Campeche,9.0,Campeche,1.0,Castamay,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,24.6,8.2,3000.0,73800.0
2010,4,Campeche,4,Champotón,10.0,Champotón,1.0,Ciudad del Sol/Champotón,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,18.0,18.0,0.0,82.4,4.58,2900.0,238960.0
2010,4,Campeche,5,Hecelchakán,8.0,Hecelchakán,3.0,Hecelchakán,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,12.0,12.0,0.0,83.0,6.92,4500.0,373500.0
2010,4,Campeche,8,Tenabo,8.0,Hecelchakán,2.0,Tenabo,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,10.0,10.0,0.0,70.0,7.0,4000.0,280000.0
2010,6,Colima,3,Comala,16.0,Colima,2.0,Comala,3,Perennes,1,Riego,200201,Tonelada,5060000,Aguacate,8.41,8.41,0.0,85.78,10.2,8000.0,686240.0
2010,7,Chiapas,1,Acacoyagua,25.0,Tapachula,4.0,Acapetahua,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,53.5,53.5,0.0,331.7,6.2,3000.0,995100.0
2010,7,Chiapas,2,Acala,18.0,Tuxtla Gutiérrez,1.0,Tuxtla Gutiérrez,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,20.0,20.0,0.0,128.0,6.4,4000.0,512000.0
2010,7,Chiapas,4,Altamirano,19.0,San Cristóbal de las Casas,2.0,Altamirano/Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,9.0,9.0,0.0,36.0,4.0,5000.0,180000.0
2010,7,Chiapas,7,Amatenango del Valle,19.0,San Cristóbal de las Casas,1.0,San Cristóbal de Las Casas,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,12.6,4.2,4650.0,58590.0
2010,7,Chiapas,26,Chenalhó,19.0,San Cristóbal de las Casas,3.0,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,37.5,10.0,0.0,52.0,5.2,9753.85,507200.0
2010,7,Chiapas,28,Chiapilla,18.0,Tuxtla Gutiérrez,1.0,Tuxtla Gutiérrez,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,15.0,15.0,0.0,99.0,6.6,3500.0,346500.0
2010,7,Chiapas,34,Frontera Comalapa,20.0,Comitán,2.0,San Gregorio,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,6.0,6.0,0.0,65.0,10.83,5000.0,325000.0
2010,7,Chiapas,37,Huehuetán,25.0,Tapachula,3.0,Huixtla,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,27.0,27.0,0.0,175.5,6.5,5000.0,877500.0
2010,7,Chiapas,40,Huixtla,25.0,Tapachula,3.0,Huixtla,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,40.0,40.0,0.0,280.0,7.0,5000.0,1400000.0
2010,7,Chiapas,49,Larráinzar,19.0,San Cristóbal de las Casas,1.0,San Cristóbal de Las Casas,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,2.0,2.0,0.0,7.8,3.9,4700.0,36660.0
2010,7,Chiapas,57,Motozintla,24.0,Motozintla,1.0,Amatenango/Motozintla,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,64.5,64.5,0.0,238.65,3.7,12650.65,3019077.62
2010,7,Chiapas,64,Oxchuc,19.0,San Cristóbal de las Casas,2.0,Altamirano/Oxchuc,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,24.0,8.0,0.0,46.25,5.78,12470.27,576750.0
2010,7,Chiapas,66,Pantelhó,19.0,San Cristóbal de las Casas,3.0,Chenalhó,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,7.0,3.0,0.0,12.0,4.0,4700.0,56400.0
2010,7,Chiapas,71,Villa Comaltitlán,25.0,Tapachula,3.0,Huixtla,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,10.0,10.0,0.0,70.0,7.0,5000.0,350000.0
2010,7,Chiapas,75,Las Rosas,19.0,San Cristóbal de las Casas,1.0,San Cristóbal de Las Casas,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,9.0,9.0,0.0,38.7,4.3,5000.0,193500.0
2010,7,Chiapas,78,San Cristóbal de Las Casas,19.0,San Cristóbal de las Casas,1.0,San Cristóbal de Las Casas,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,3.0,3.0,0.0,13.5,4.5,5000.0,67500.0
2010,7,Chiapas,93,Tenejapa,19.0,San Cristóbal de las Casas,1.0,San Cristóbal de Las Casas,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,7.0,7.0,0.0,30.45,4.35,4800.0,146160.0
2010,7,Chiapas,94,Teopisca,19.0,San Cristóbal de las Casas,1.0,San Cristóbal de Las Casas,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,80.0,53.0,0.0,461.1,8.7,14542.4,6705500.0
2010,7,Chiapas,98,Totolapa,18.0,Tuxtla Gutiérrez,1.0,Tuxtla Gutiérrez,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,9.0,9.0,0.0,39.6,4.4,3500.0,138600.0
2010,7,Chiapas,99,La Trinitaria,20.0,Comitán,1.0,Trinitaria,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,5.0,5.0,0.0,60.0,12.0,10000.0,600000.0
2010,7,Chiapas,103,Tuzantán,25.0,Tapachula,3.0,Huixtla,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,10.0,10.0,0.0,70.0,7.0,5000.0,350000.0
2010,7,Chiapas,110,San Lucas,18.0,Tuxtla Gutiérrez,1.0,Tuxtla Gutiérrez,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,23.0,18.0,0.0,129.6,7.2,3500.0,453600.0
2010,7,Chiapas,111,Zinacantán,19.0,San Cristóbal de las Casas,1.0,San Cristóbal de Las Casas,3,Perennes,2,Temporal,200201,Tonelada,5060000,Aguacate,75.0,42.0,0.0,294.0,7.0,21000.0,6174000.0
