TIPO,ANIO,MES,TARIFA,UMED,PAIS_O_D,CANTIDAD,VAL_MNX,VAL_USD,ESTATUS_CIFRA,ESTATUS
Exportaciones,2020,01-12,8044001,Kg,BHR,421009.0,19601376.0,912550.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,BLZ,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,BRN,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,CAN,91701622.0,4378617934.0,204063771.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,CHE,1018789.0,40241490.0,1894499.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,CHL,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,CHN,5665833.0,227298509.0,11083033.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,DEU,1711910.0,68114466.0,3189321.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,ESP,34334232.0,1364658045.0,64146782.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,FRA,15640454.0,628663836.0,30266922.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,GBR,9488537.0,376471012.0,18150145.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,GTM,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,HKG,4349456.0,179319234.0,8504269.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,HND,15519263.0,722074451.0,34299855.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,IRL,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,ITA,1511664.0,61208887.0,2898160.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,JPN,70523010.0,3329430300.0,155922484.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,KOR,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,KWT,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,LIE,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,LTU,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,MAR,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,MLT,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,MYS,558652.0,23807473.0,1158518.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,NZL,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,OMN,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,PAN,237673.0,11612124.0,545278.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,PRT,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,QAT,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,ROU,204576.0,7928077.0,371681.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,RUH,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,RUS,22981.0,1140285.0,51589.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,SAU,588432.0,27314515.0,1311514.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,SGP,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,SLV,13405814.0,594230230.0,28319049.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,SWE,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,TUR,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,URY,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,USA,925218057.0,44037527367.0,2053158106.0,Disponible,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,VEN,,,,Confidencial,Cifras Definitivas.
Exportaciones,2020,01-12,8044001,Kg,ZYA,19972165.0,804100358.0,37903454.0,Disponible,Cifras Definitivas.
Exportaciones,2021,01-12,80440,Kg,,1271194868.0,66444462525.0,3270313140.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,ARE,3678171.0,192946048.0,9488331.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,ARG,2058450.0,87355357.0,4285567.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,BEL,1778226.0,86830715.0,4283538.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,BHR,578468.0,30820004.0,1518512.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,BLZ,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,BRA,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,BRB,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,CAN,93645924.0,4918058405.0,242247027.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,CHE,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,CHL,3246084.0,119924109.0,5983130.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,CHN,5206651.0,262689827.0,12888618.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,COL,184429.0,8954818.0,445023.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,DEU,911385.0,50314936.0,2480436.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,ESP,33656316.0,1768012786.0,87338916.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,FRA,14315335.0,720951599.0,35428790.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,GBR,4686949.0,245496549.0,12100449.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,GTM,3832194.0,185346463.0,9155785.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,HKG,3473978.0,181146948.0,8919479.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,HND,16571246.0,849589930.0,41706991.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,ITA,2435044.0,123487591.0,6084251.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,JPN,62363407.0,3287685258.0,161599250.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,KAZ,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,KOR,2481960.0,101913287.0,5020225.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,KWT,838517.0,44799932.0,2214052.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,LIE,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,LTU,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,MYS,332287.0,14535554.0,715311.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,NIC,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,NZL,20382.0,1119671.0,55351.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,OMN,18825.0,961596.0,47480.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,PAN,138116.0,6664905.0,328309.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,POL,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,PRT,63036.0,3083480.0,155074.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,QAT,48210.0,2336864.0,115683.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,ROU,431114.0,23922354.0,1181728.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,RUS,100813.0,5542541.0,273453.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,SAU,1126108.0,63066314.0,3101965.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,SGP,937681.0,43417066.0,2153087.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,SLV,15663838.0,819072046.0,40166334.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,SWE,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,URY,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,USA,980881270.0,51396627629.0,2529470734.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,ZAF,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,80440,Kg,ZYA,14185788.0,738073059.0,36430475.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,8044001,Kg,,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,8044001,Kg,USA,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,,1270831997.0,66425012653.0,3269334259.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,ARE,3678171.0,192946048.0,9488331.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,ARG,2058450.0,87355357.0,4285567.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,BEL,1778226.0,86830715.0,4283538.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,BHR,578468.0,30820004.0,1518512.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,BLZ,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,BRA,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,BRB,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,CAN,93645924.0,4918058405.0,242247027.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,CHE,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,CHL,3246084.0,119924109.0,5983130.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,CHN,5206651.0,262689827.0,12888618.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,COL,184429.0,8954818.0,445023.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,DEU,911385.0,50314936.0,2480436.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,ESP,33656316.0,1768012786.0,87338916.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,FRA,14315335.0,720951599.0,35428790.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,GBR,4686949.0,245496549.0,12100449.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,GTM,3832194.0,185346463.0,9155785.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,HKG,3473978.0,181146948.0,8919479.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,HND,16571246.0,849589930.0,41706991.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,ITA,2435044.0,123487591.0,6084251.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,JPN,62363407.0,3287685258.0,161599250.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,KAZ,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,KOR,2481960.0,101913287.0,5020225.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,KWT,838517.0,44799932.0,2214052.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,LIE,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,LTU,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,MYS,332287.0,14535554.0,715311.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,NIC,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,NZL,20382.0,1119671.0,55351.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,OMN,18825.0,961596.0,47480.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,PAN,138116.0,6664905.0,328309.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,POL,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,PRT,63036.0,3083480.0,155074.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,QAT,48210.0,2336864.0,115683.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,ROU,431114.0,23922354.0,1181728.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,RUS,100813.0,5542541.0,273453.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,SAU,1126108.0,63066314.0,3101965.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,SGP,937681.0,43417066.0,2153087.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,SLV,15663838.0,819072046.0,40166334.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,SWE,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,URY,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,USA,980518399.0,51377177757.0,2528491853.0,Disponible,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,ZAF,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2021,01-12,804400100,Kg,ZYA,14185788.0,738073059.0,36430475.0,Disponible,Cifras Ajustadas.
Importaciones,2021,01-12,80440,Kg,,,,,Confidencial,Cifras Ajustadas.
Importaciones,2021,01-12,80440,Kg,PER,,,,Confidencial,Cifras Ajustadas.
Importaciones,2021,01-12,804400100,Kg,,,,,Confidencial,Cifras Ajustadas.
Importaciones,2021,01-12,804400100,Kg,PER,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,,1130114131.0,66923245414.0,3321156611.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,ARE,2296239.0,134584265.0,6690357.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,ARG,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,BEL,1183365.0,44463761.0,2254516.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,BGD,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,BHR,490458.0,31990560.0,1586571.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,BLZ,42210.0,2955881.0,147176.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,CAN,80079062.0,5222159602.0,258636100.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,CHE,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,CHN,1973221.0,95419698.0,4733656.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,CRI,1626488.0,62686772.0,3168822.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,DEU,411488.0,14422404.0,739169.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,ESP,73666470.0,2657332058.0,134092977.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,FRA,5355690.0,200889686.0,10169380.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,GBR,1818946.0,71212659.0,3586694.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,GTM,1325576.0,69037575.0,3421267.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,HKG,2239186.0,116805286.0,5821434.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,HND,7729083.0,414764501.0,20588886.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,ITA,785950.0,28724716.0,1456747.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,JPN,36385367.0,2153007184.0,106656811.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,KOR,1827222.0,79483138.0,3976264.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,KWT,826624.0,52091756.0,2583102.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,LTU,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,LVA,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,MYS,65884.0,2491282.0,126285.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,NIC,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,NZL,43960.0,2206838.0,110696.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,OMN,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,PAN,91378.0,5925870.0,293197.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,PRT,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,QAT,15526.0,603876.0,30715.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,ROU,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,SAU,620532.0,47238245.0,2335585.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,SGP,78007.0,3163652.0,160123.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,SLV,13020610.0,676584479.0,33578344.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,URY,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,USA,890569599.0,54508817981.0,2702954175.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,80440,Kg,ZYA,5255721.0,211786017.0,10632690.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,,1130114131.0,66923245414.0,3321156611.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,ARE,2296239.0,134584265.0,6690357.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,ARG,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,BEL,1183365.0,44463761.0,2254516.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,BGD,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,BHR,490458.0,31990560.0,1586571.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,BLZ,42210.0,2955881.0,147176.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,CAN,80079062.0,5222159602.0,258636100.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,CHE,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,CHN,1973221.0,95419698.0,4733656.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,CRI,1626488.0,62686772.0,3168822.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,DEU,411488.0,14422404.0,739169.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,ESP,73666470.0,2657332058.0,134092977.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,FRA,5355690.0,200889686.0,10169380.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,GBR,1818946.0,71212659.0,3586694.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,GTM,1325576.0,69037575.0,3421267.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,HKG,2239186.0,116805286.0,5821434.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,HND,7729083.0,414764501.0,20588886.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,ITA,785950.0,28724716.0,1456747.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,JPN,36385367.0,2153007184.0,106656811.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,KOR,1827222.0,79483138.0,3976264.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,KWT,826624.0,52091756.0,2583102.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,LTU,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,LVA,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,MYS,65884.0,2491282.0,126285.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,NIC,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,NZL,43960.0,2206838.0,110696.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,OMN,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,PAN,91378.0,5925870.0,293197.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,PRT,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,QAT,15526.0,603876.0,30715.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,ROU,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,SAU,620532.0,47238245.0,2335585.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,SGP,78007.0,3163652.0,160123.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,SLV,13020610.0,676584479.0,33578344.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,URY,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,USA,890569599.0,54508817981.0,2702954175.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,8044001,Kg,ZYA,5255721.0,211786017.0,10632690.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,,1130114131.0,66923245414.0,3321156611.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,ARE,2296239.0,134584265.0,6690357.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,ARG,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,BEL,1183365.0,44463761.0,2254516.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,BGD,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,BHR,490458.0,31990560.0,1586571.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,BLZ,42210.0,2955881.0,147176.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,CAN,80079062.0,5222159602.0,258636100.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,CHE,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,CHN,1973221.0,95419698.0,4733656.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,CRI,1626488.0,62686772.0,3168822.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,DEU,411488.0,14422404.0,739169.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,ESP,73666470.0,2657332058.0,134092977.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,FRA,5355690.0,200889686.0,10169380.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,GBR,1818946.0,71212659.0,3586694.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,GTM,1325576.0,69037575.0,3421267.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,HKG,2239186.0,116805286.0,5821434.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,HND,7729083.0,414764501.0,20588886.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,ITA,785950.0,28724716.0,1456747.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,JPN,36385367.0,2153007184.0,106656811.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,KOR,1827222.0,79483138.0,3976264.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,KWT,826624.0,52091756.0,2583102.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,LTU,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,LVA,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,MYS,65884.0,2491282.0,126285.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,NIC,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,NZL,43960.0,2206838.0,110696.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,OMN,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,PAN,91378.0,5925870.0,293197.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,PRT,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,QAT,15526.0,603876.0,30715.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,ROU,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,SAU,620532.0,47238245.0,2335585.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,SGP,78007.0,3163652.0,160123.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,SLV,13020610.0,676584479.0,33578344.0,Disponible,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,URY,,,,Confidencial,Cifras Ajustadas.
Exportaciones,2022,01-12,804400100,Kg,USA,890569599.0,54508817981.0,2702954175.0,Disponible,Cifras Ajustadas.
