Year,Month ID,Month,Flow ID,Flow,Continent ID,Continent,País / Región ID,País / Región,HS6 ID,HS6,Trade Value
"2006","200601","2006-01","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","78230"
"2006","200601","2006-01","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","2522562"
"2006","200601","2006-01","2","Exportaciones","eu","Europa","bel","Bélgica","2080440","Aguacates Frescos o Secos","33776"
"2006","200601","2006-01","2","Exportaciones","eu","Europa","deu","Alemania","2080440","Aguacates Frescos o Secos","303"
"2006","200601","2006-01","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","371100"
"2006","200601","2006-01","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","2485264"
"2006","200601","2006-01","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","648126"
"2006","200601","2006-01","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","573822"
"2006","200601","2006-01","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","1945317"
"2006","200601","2006-01","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","700283"
"2006","200601","2006-01","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","591448"
"2006","200601","2006-01","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","1033923"
"2006","200601","2006-01","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1823492"
"2006","200601","2006-01","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","23044305"
"2006","200601","2006-01","2","Exportaciones","sa","América del Sur","chl","Chile","2080440","Aguacates Frescos o Secos","58074"
"2006","200602","2006-02","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","58576"
"2006","200602","2006-02","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","2732614"
"2006","200602","2006-02","2","Exportaciones","eu","Europa","bel","Bélgica","2080440","Aguacates Frescos o Secos","33719"
"2006","200602","2006-02","2","Exportaciones","eu","Europa","deu","Alemania","2080440","Aguacates Frescos o Secos","153"
"2006","200602","2006-02","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","437219"
"2006","200602","2006-02","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","3039025"
"2006","200602","2006-02","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","1081970"
"2006","200602","2006-02","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","744152"
"2006","200602","2006-02","2","Exportaciones","eu","Europa","ukr","Ucrania","2080440","Aguacates Frescos o Secos","97608"
"2006","200602","2006-02","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","1996749"
"2006","200602","2006-02","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","805457"
"2006","200602","2006-02","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","519026"
"2006","200602","2006-02","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","721701"
"2006","200602","2006-02","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1459024"
"2006","200602","2006-02","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","17394280"
"2006","200603","2006-03","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","86508"
"2006","200603","2006-03","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3292885"
"2006","200603","2006-03","2","Exportaciones","eu","Europa","deu","Alemania","2080440","Aguacates Frescos o Secos","33719"
"2006","200603","2006-03","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","240128"
"2006","200603","2006-03","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","2014296"
"2006","200603","2006-03","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","660376"
"2006","200603","2006-03","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","169889"
"2006","200603","2006-03","2","Exportaciones","eu","Europa","ukr","Ucrania","2080440","Aguacates Frescos o Secos","199802"
"2006","200603","2006-03","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","2095476"
"2006","200603","2006-03","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","817038"
"2006","200603","2006-03","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","657823"
"2006","200603","2006-03","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","537745"
"2006","200603","2006-03","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1228978"
"2006","200603","2006-03","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","19839633"
"2006","200604","2006-04","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","63774"
"2006","200604","2006-04","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3455956"
"2006","200604","2006-04","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","75005"
"2006","200604","2006-04","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","639048"
"2006","200604","2006-04","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","415534"
"2006","200604","2006-04","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","75065"
"2006","200604","2006-04","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","2626670"
"2006","200604","2006-04","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","1004605"
"2006","200604","2006-04","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","637878"
"2006","200604","2006-04","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","382839"
"2006","200604","2006-04","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1081180"
"2006","200604","2006-04","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","16706807"
"2006","200605","2006-05","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","70223"
"2006","200605","2006-05","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3567015"
"2006","200605","2006-05","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","197243"
"2006","200605","2006-05","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","116297"
"2006","200605","2006-05","2","Exportaciones","eu","Europa","ita","Italia","2080440","Aguacates Frescos o Secos","6"
"2006","200605","2006-05","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","117735"
"2006","200605","2006-05","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","2486280"
"2006","200605","2006-05","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","941933"
"2006","200605","2006-05","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","609603"
"2006","200605","2006-05","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","379704"
"2006","200605","2006-05","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","418174"
"2006","200605","2006-05","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","15222062"
"2006","200606","2006-06","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3929151"
"2006","200606","2006-06","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","308"
"2006","200606","2006-06","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","40254"
"2006","200606","2006-06","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","199619"
"2006","200606","2006-06","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","1740657"
"2006","200606","2006-06","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","785948"
"2006","200606","2006-06","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","542349"
"2006","200606","2006-06","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","305767"
"2006","200606","2006-06","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","424385"
"2006","200606","2006-06","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","11072915"
"2006","200607","2006-07","1","Importaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","575510"
"2006","200607","2006-07","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","33925"
"2006","200607","2006-07","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","2831866"
"2006","200607","2006-07","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","80249"
"2006","200607","2006-07","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","39837"
"2006","200607","2006-07","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","1402709"
"2006","200607","2006-07","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","456931"
"2006","200607","2006-07","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","539783"
"2006","200607","2006-07","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","77001"
"2006","200607","2006-07","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","378600"
"2006","200607","2006-07","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","7047613"
"2006","200608","2006-08","1","Importaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","831440"
"2006","200608","2006-08","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","105410"
"2006","200608","2006-08","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3547543"
"2006","200608","2006-08","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","28920"
"2006","200608","2006-08","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","40307"
"2006","200608","2006-08","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","1012991"
"2006","200608","2006-08","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","1720715"
"2006","200608","2006-08","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","773775"
"2006","200608","2006-08","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","752662"
"2006","200608","2006-08","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","197856"
"2006","200608","2006-08","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","865948"
"2006","200608","2006-08","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","9774095"
"2006","200609","2006-09","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","64275"
"2006","200609","2006-09","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","2892766"
"2006","200609","2006-09","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","53718"
"2006","200609","2006-09","2","Exportaciones","eu","Europa","dnk","Dinamarca","2080440","Aguacates Frescos o Secos","17"
"2006","200609","2006-09","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","70810"
"2006","200609","2006-09","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","1955504"
"2006","200609","2006-09","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","111920"
"2006","200609","2006-09","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","320537"
"2006","200609","2006-09","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","1983402"
"2006","200609","2006-09","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","533257"
"2006","200609","2006-09","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","524027"
"2006","200609","2006-09","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","176664"
"2006","200609","2006-09","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1185030"
"2006","200609","2006-09","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","11008876"
"2006","200610","2006-10","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","117953"
"2006","200610","2006-10","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","2056757"
"2006","200610","2006-10","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","85381"
"2006","200610","2006-10","2","Exportaciones","as","Asia","twn","Taiwán (Región)","2080440","Aguacates Frescos o Secos","8"
"2006","200610","2006-10","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","1229656"
"2006","200610","2006-10","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","97193"
"2006","200610","2006-10","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","194737"
"2006","200610","2006-10","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","1804558"
"2006","200610","2006-10","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","640480"
"2006","200610","2006-10","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","771583"
"2006","200610","2006-10","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","690378"
"2006","200610","2006-10","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1500654"
"2006","200610","2006-10","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","16412574"
"2006","200611","2006-11","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","117216"
"2006","200611","2006-11","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","2637170"
"2006","200611","2006-11","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","160221"
"2006","200611","2006-11","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","194132"
"2006","200611","2006-11","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","2325444"
"2006","200611","2006-11","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","129844"
"2006","200611","2006-11","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","260005"
"2006","200611","2006-11","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","1946748"
"2006","200611","2006-11","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","571969"
"2006","200611","2006-11","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","866386"
"2006","200611","2006-11","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","1156068"
"2006","200611","2006-11","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1682617"
"2006","200611","2006-11","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","15902888"
"2006","200612","2006-12","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","56962"
"2006","200612","2006-12","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","1246366"
"2006","200612","2006-12","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","117225"
"2006","200612","2006-12","2","Exportaciones","eu","Europa","deu","Alemania","2080440","Aguacates Frescos o Secos","7"
"2006","200612","2006-12","2","Exportaciones","eu","Europa","dnk","Dinamarca","2080440","Aguacates Frescos o Secos","31170"
"2006","200612","2006-12","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","1037249"
"2006","200612","2006-12","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","62803"
"2006","200612","2006-12","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","220754"
"2006","200612","2006-12","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","2105130"
"2006","200612","2006-12","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","593635"
"2006","200612","2006-12","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","655777"
"2006","200612","2006-12","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","430213"
"2006","200612","2006-12","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1444756"
"2006","200612","2006-12","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","16290681"
"2007","200701","2007-01","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","152910"
"2007","200701","2007-01","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","2452772"
"2007","200701","2007-01","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","61213"
"2007","200701","2007-01","2","Exportaciones","eu","Europa","dnk","Dinamarca","2080440","Aguacates Frescos o Secos","32867"
"2007","200701","2007-01","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","33827"
"2007","200701","2007-01","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","1206136"
"2007","200701","2007-01","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","67499"
"2007","200701","2007-01","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","67301"
"2007","200701","2007-01","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","2582378"
"2007","200701","2007-01","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","1007514"
"2007","200701","2007-01","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","824580"
"2007","200701","2007-01","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","560752"
"2007","200701","2007-01","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1904601"
"2007","200701","2007-01","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","28850120"
"2007","200702","2007-02","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","63800"
"2007","200702","2007-02","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","2892325"
"2007","200702","2007-02","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","61110"
"2007","200702","2007-02","2","Exportaciones","eu","Europa","bel","Bélgica","2080440","Aguacates Frescos o Secos","38178"
"2007","200702","2007-02","2","Exportaciones","eu","Europa","deu","Alemania","2080440","Aguacates Frescos o Secos","273"
"2007","200702","2007-02","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","35325"
"2007","200702","2007-02","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","2098946"
"2007","200702","2007-02","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","364913"
"2007","200702","2007-02","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","70086"
"2007","200702","2007-02","2","Exportaciones","eu","Europa","ukr","Ucrania","2080440","Aguacates Frescos o Secos","33961"
"2007","200702","2007-02","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","2153962"
"2007","200702","2007-02","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","824880"
"2007","200702","2007-02","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","766010"
"2007","200702","2007-02","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","613057"
"2007","200702","2007-02","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1312131"
"2007","200702","2007-02","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","20887428"
"2007","200703","2007-03","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","134768"
"2007","200703","2007-03","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3418134"
"2007","200703","2007-03","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","87272"
"2007","200703","2007-03","2","Exportaciones","eu","Europa","deu","Alemania","2080440","Aguacates Frescos o Secos","140"
"2007","200703","2007-03","2","Exportaciones","eu","Europa","esp","España","2080440","Aguacates Frescos o Secos","36922"
"2007","200703","2007-03","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","1100855"
"2007","200703","2007-03","2","Exportaciones","eu","Europa","gbr","Reino Unido","2080440","Aguacates Frescos o Secos","70523"
"2007","200703","2007-03","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","184604"
"2007","200703","2007-03","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","2645527"
"2007","200703","2007-03","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","1150814"
"2007","200703","2007-03","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","826644"
"2007","200703","2007-03","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","582326"
"2007","200703","2007-03","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1839827"
"2007","200703","2007-03","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","33983526"
"2007","200704","2007-04","2","Exportaciones","as","Asia","hkg","Hong Kong","2080440","Aguacates Frescos o Secos","76266"
"2007","200704","2007-04","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3310971"
"2007","200704","2007-04","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","22689"
"2007","200704","2007-04","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","299597"
"2007","200704","2007-04","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","170979"
"2007","200704","2007-04","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","3285708"
"2007","200704","2007-04","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","1234207"
"2007","200704","2007-04","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","801655"
"2007","200704","2007-04","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","339280"
"2007","200704","2007-04","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","1043777"
"2007","200704","2007-04","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","48416197"
"2007","200705","2007-05","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3874973"
"2007","200705","2007-05","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","133121"
"2007","200705","2007-05","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","204942"
"2007","200705","2007-05","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","3593971"
"2007","200705","2007-05","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","896294"
"2007","200705","2007-05","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","911358"
"2007","200705","2007-05","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","623420"
"2007","200705","2007-05","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","559919"
"2007","200705","2007-05","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","42315943"
"2007","200706","2007-06","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3313503"
"2007","200706","2007-06","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","22231"
"2007","200706","2007-06","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","308"
"2007","200706","2007-06","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","224773"
"2007","200706","2007-06","2","Exportaciones","na","América del Norte","can","Canadá","2080440","Aguacates Frescos o Secos","3411525"
"2007","200706","2007-06","2","Exportaciones","na","América del Norte","cri","Costa Rica","2080440","Aguacates Frescos o Secos","806611"
"2007","200706","2007-06","2","Exportaciones","na","América del Norte","gtm","Guatemala","2080440","Aguacates Frescos o Secos","465018"
"2007","200706","2007-06","2","Exportaciones","na","América del Norte","hnd","Honduras","2080440","Aguacates Frescos o Secos","200577"
"2007","200706","2007-06","2","Exportaciones","na","América del Norte","slv","El Salvador","2080440","Aguacates Frescos o Secos","283974"
"2007","200706","2007-06","2","Exportaciones","na","América del Norte","usa","Estados Unidos","2080440","Aguacates Frescos o Secos","33931385"
"2007","200707","2007-07","2","Exportaciones","as","Asia","jpn","Japón","2080440","Aguacates Frescos o Secos","3536464"
"2007","200707","2007-07","2","Exportaciones","as","Asia","kor","Corea del Sur","2080440","Aguacates Frescos o Secos","42864"
"2007","200707","2007-07","2","Exportaciones","eu","Europa","fra","Francia","2080440","Aguacates Frescos o Secos","146349"
"2007","200707","2007-07","2","Exportaciones","eu","Europa","nld","Países Bajos","2080440","Aguacates Frescos o Secos","35269"
